"","Player","Runs","Mins","BF","4s","6s","SR","Inns","","Opposition","Ground","Start Date",""
"12915","Harbhajan Singh (INDIA)","DNB","-","-","-","-","-","1","","v New Zealand","Ahmedabad","8 Oct 2003",""
"12916","Z Khan (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Ahmedabad","8 Oct 2003",""
"12917","Harbhajan Singh (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Ahmedabad","8 Oct 2003",""
"12918","A Kumble (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Ahmedabad","8 Oct 2003",""
"12919","L Balaji (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Ahmedabad","8 Oct 2003",""
"12920","DL Vettori (NZ)","DNB","-","-","-","-","-","4","","v India","Ahmedabad","8 Oct 2003",""
"12921","RG Hart (NZ)","DNB","-","-","-","-","-","4","","v India","Ahmedabad","8 Oct 2003",""
"12922","PJ Wiseman (NZ)","DNB","-","-","-","-","-","4","","v India","Ahmedabad","8 Oct 2003",""
"12923","SCG MacGill (AUS)","DNB","-","-","-","-","-","1","","v Zimbabwe","Perth","9 Oct 2003",""
"12924","JN Gillespie (AUS)","DNB","-","-","-","-","-","1","","v Zimbabwe","Perth","9 Oct 2003",""
"12925","B Lee (AUS)","DNB","-","-","-","-","-","1","","v Zimbabwe","Perth","9 Oct 2003",""
"12926","AJ Bichel (AUS)","DNB","-","-","-","-","-","1","","v Zimbabwe","Perth","9 Oct 2003",""
"12927","DR Tuffey (NZ)","DNB","-","-","-","-","-","1","","v India","Mohali","16 Oct 2003",""
"12928","IG Butler (NZ)","DNB","-","-","-","-","-","1","","v India","Mohali","16 Oct 2003",""
"12929","PJ Wiseman (NZ)","DNB","-","-","-","-","-","1","","v India","Mohali","16 Oct 2003",""
"12930","A Kumble (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Mohali","16 Oct 2003",""
"12931","PA Patel (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Mohali","16 Oct 2003",""
"12932","Z Khan (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Mohali","16 Oct 2003",""
"12933","L Balaji (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Mohali","16 Oct 2003",""
"12934","Harbhajan Singh (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Mohali","16 Oct 2003",""
"12935","AJ Bichel (AUS)","DNB","-","-","-","-","-","4","","v Zimbabwe","Sydney","17 Oct 2003",""
"12936","AC Gilchrist (AUS)","DNB","-","-","-","-","-","4","","v Zimbabwe","Sydney","17 Oct 2003",""
"12937","GB Hogg (AUS)","DNB","-","-","-","-","-","4","","v Zimbabwe","Sydney","17 Oct 2003",""
"12938","BA Williams (AUS)","DNB","-","-","-","-","-","4","","v Zimbabwe","Sydney","17 Oct 2003",""
"12939","SM Katich (AUS)","DNB","-","-","-","-","-","4","","v Zimbabwe","Sydney","17 Oct 2003",""
"12940","DR Martyn (AUS)","DNB","-","-","-","-","-","4","","v Zimbabwe","Sydney","17 Oct 2003",""
"12941","B Lee (AUS)","DNB","-","-","-","-","-","4","","v Zimbabwe","Sydney","17 Oct 2003",""
"12942","SR Waugh (AUS)","DNB","-","-","-","-","-","4","","v Zimbabwe","Sydney","17 Oct 2003",""
"12943","Mohammad Yousuf (PAK)","DNB","-","-","-","-","-","4","","v South Africa","Lahore","17 Oct 2003",""
"12944","Shoaib Akhtar (PAK)","DNB","-","-","-","-","-","4","","v South Africa","Lahore","17 Oct 2003",""
"12945","Asim Kamal (PAK)","DNB","-","-","-","-","-","4","","v South Africa","Lahore","17 Oct 2003",""
"12946","Moin Khan (PAK)","DNB","-","-","-","-","-","4","","v South Africa","Lahore","17 Oct 2003",""
"12947","Mushtaq Ahmed (PAK)","DNB","-","-","-","-","-","4","","v South Africa","Lahore","17 Oct 2003",""
"12948","Mohammad Sami (PAK)","DNB","-","-","-","-","-","4","","v South Africa","Lahore","17 Oct 2003",""
"12949","Danish Kaneria (PAK)","DNB","-","-","-","-","-","4","","v South Africa","Lahore","17 Oct 2003",""
"12950","SJ Harmison (ENG)","DNB","-","-","-","-","-","4","","v Bangladesh","Dhaka","21 Oct 2003",""
"12951","MJ Hoggard (ENG)","DNB","-","-","-","-","-","4","","v Bangladesh","Dhaka","21 Oct 2003",""
"12952","GJ Batty (ENG)","DNB","-","-","-","-","-","4","","v Bangladesh","Dhaka","21 Oct 2003",""
"12953","CMW Read (ENG)","DNB","-","-","-","-","-","4","","v Bangladesh","Dhaka","21 Oct 2003",""
"12954","AF Giles (ENG)","DNB","-","-","-","-","-","4","","v Bangladesh","Dhaka","21 Oct 2003",""
"12955","R Clarke (ENG)","DNB","-","-","-","-","-","4","","v Bangladesh","Dhaka","21 Oct 2003",""
"12956","M Ntini (SA)","DNB","-","-","-","-","-","3","","v Pakistan","Faisalabad","24 Oct 2003",""
"12957","Danish Kaneria (PAK)","DNB","-","-","-","-","-","4","","v South Africa","Faisalabad","24 Oct 2003",""
"12958","Mushtaq Ahmed (PAK)","DNB","-","-","-","-","-","4","","v South Africa","Faisalabad","24 Oct 2003",""
"12959","Shabbir Ahmed (PAK)","DNB","-","-","-","-","-","4","","v South Africa","Faisalabad","24 Oct 2003",""
"12960","MJ Saggers (ENG)","DNB","-","-","-","-","-","3","","v Bangladesh","Chittagong","29 Oct 2003",""
"12961","MJ Hoggard (ENG)","DNB","-","-","-","-","-","3","","v Bangladesh","Chittagong","29 Oct 2003",""
"12962","RL Johnson (ENG)","DNB","-","-","-","-","-","3","","v Bangladesh","Chittagong","29 Oct 2003",""
"12963","AF Giles (ENG)","DNB","-","-","-","-","-","3","","v Bangladesh","Chittagong","29 Oct 2003",""
"12964","Mashrafe Mortaza (BDESH)","absent","-","-","-","-","-","4","","v England","Chittagong","29 Oct 2003",""
"12965","RW Price (ZIM)","DNB","-","-","-","-","-","3","","v West Indies","Harare","4 Nov 2003",""
"12966","NB Mahwire (ZIM)","DNB","-","-","-","-","-","3","","v West Indies","Harare","4 Nov 2003",""
"12967","SM Katich (AUS)","DNB","-","-","-","-","-","3","","v India","Brisbane","4 Dec 2003",""
"12968","SCG MacGill (AUS)","DNB","-","-","-","-","-","3","","v India","Brisbane","4 Dec 2003",""
"12969","AJ Bichel (AUS)","DNB","-","-","-","-","-","3","","v India","Brisbane","4 Dec 2003",""
"12970","AC Gilchrist (AUS)","DNB","-","-","-","-","-","3","","v India","Brisbane","4 Dec 2003",""
"12971","JN Gillespie (AUS)","DNB","-","-","-","-","-","3","","v India","Brisbane","4 Dec 2003",""
"12972","NW Bracken (AUS)","DNB","-","-","-","-","-","3","","v India","Brisbane","4 Dec 2003",""
"12973","Z Khan (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Brisbane","4 Dec 2003",""
"12974","Harbhajan Singh (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Brisbane","4 Dec 2003",""
"12975","AB Agarkar (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Brisbane","4 Dec 2003",""
"12976","PA Patel (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Brisbane","4 Dec 2003",""
"12977","A Nehra (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Brisbane","4 Dec 2003",""
"12978","SC Ganguly (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Brisbane","4 Dec 2003",""
"12979","SR Tendulkar (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Brisbane","4 Dec 2003",""
"12980","M Muralitharan (SL)","DNB","-","-","-","-","-","3","","v England","Kandy","10 Dec 2003",""
"12981","KADM Fernando (SL)","DNB","-","-","-","-","-","3","","v England","Kandy","10 Dec 2003",""
"12982","AF Giles (ENG)","DNB","-","-","-","-","-","4","","v Sri Lanka","Kandy","10 Dec 2003",""
"12983","RJ Kirtley (ENG)","DNB","-","-","-","-","-","4","","v Sri Lanka","Kandy","10 Dec 2003",""
"12984","IK Pathan (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Adelaide","12 Dec 2003",""
"12985","A Nehra (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Adelaide","12 Dec 2003",""
"12986","A Kumble (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Adelaide","12 Dec 2003",""
"12987","M Ntini (SA)","DNB","-","-","-","-","-","3","","v West Indies","Johannesburg","12 Dec 2003",""
"12988","A Nel (SA)","DNB","-","-","-","-","-","3","","v West Indies","Johannesburg","12 Dec 2003",""
"12989","MS Atapattu (SL)","DNB","-","-","-","-","-","2","","v England","Colombo (SSC)","18 Dec 2003",""
"12990","IG Butler (NZ)","DNB","-","-","-","-","-","3","","v Pakistan","Hamilton","19 Dec 2003",""
"12991","Shabbir Ahmed (PAK)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","26 Dec 2003",""
"12992","Shoaib Akhtar (PAK)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","26 Dec 2003",""
"12993","Abdul Razzaq (PAK)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","26 Dec 2003",""
"12994","Mohammad Sami (PAK)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","26 Dec 2003",""
"12995","Danish Kaneria (PAK)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","26 Dec 2003",""
"12996","Moin Khan (PAK)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","26 Dec 2003",""
"12997","BA Williams (AUS)","DNB","-","-","-","-","-","4","","v India","Melbourne","26 Dec 2003",""
"12998","DR Martyn (AUS)","DNB","-","-","-","-","-","4","","v India","Melbourne","26 Dec 2003",""
"12999","SM Katich (AUS)","DNB","-","-","-","-","-","4","","v India","Melbourne","26 Dec 2003",""
"13000","SR Waugh (AUS)","DNB","-","-","-","-","-","4","","v India","Melbourne","26 Dec 2003",""
"13001","B Lee (AUS)","DNB","-","-","-","-","-","4","","v India","Melbourne","26 Dec 2003",""
"13002","SCG MacGill (AUS)","DNB","-","-","-","-","-","4","","v India","Melbourne","26 Dec 2003",""
"13003","AC Gilchrist (AUS)","DNB","-","-","-","-","-","4","","v India","Melbourne","26 Dec 2003",""
"13004","NW Bracken (AUS)","DNB","-","-","-","-","-","4","","v India","Melbourne","26 Dec 2003",""
"13005","A Nel (SA)","DNB","-","-","-","-","-","2","","v West Indies","Durban","26 Dec 2003",""
"13006","A Kumble (INDIA)","DNB","-","-","-","-","-","1","","v Australia","Sydney","2 Jan 2004",""
"13007","M Kartik (INDIA)","DNB","-","-","-","-","-","1","","v Australia","Sydney","2 Jan 2004",""
"13008","M Kartik (INDIA)","DNB","-","-","-","-","-","3","","v Australia","Sydney","2 Jan 2004",""
"13009","AB Agarkar (INDIA)","DNB","-","-","-","-","-","3","","v Australia","Sydney","2 Jan 2004",""
"13010","VVS Laxman (INDIA)","DNB","-","-","-","-","-","3","","v Australia","Sydney","2 Jan 2004",""
"13011","IK Pathan (INDIA)","DNB","-","-","-","-","-","3","","v Australia","Sydney","2 Jan 2004",""
"13012","SC Ganguly (INDIA)","DNB","-","-","-","-","-","3","","v Australia","Sydney","2 Jan 2004",""
"13013","PA Patel (INDIA)","DNB","-","-","-","-","-","3","","v Australia","Sydney","2 Jan 2004",""
"13014","A Kumble (INDIA)","DNB","-","-","-","-","-","3","","v Australia","Sydney","2 Jan 2004",""
"13015","NW Bracken (AUS)","DNB","-","-","-","-","-","4","","v India","Sydney","2 Jan 2004",""
"13016","B Lee (AUS)","DNB","-","-","-","-","-","4","","v India","Sydney","2 Jan 2004",""
"13017","SCG MacGill (AUS)","DNB","-","-","-","-","-","4","","v India","Sydney","2 Jan 2004",""
"13018","ND McKenzie (SA)","DNB","-","-","-","-","-","3","","v West Indies","Cape Town","2 Jan 2004",""
"13019","MV Boucher (SA)","DNB","-","-","-","-","-","3","","v West Indies","Cape Town","2 Jan 2004",""
"13020","PR Adams (SA)","DNB","-","-","-","-","-","3","","v West Indies","Cape Town","2 Jan 2004",""
"13021","SM Pollock (SA)","DNB","-","-","-","-","-","3","","v West Indies","Cape Town","2 Jan 2004",""
"13022","A Nel (SA)","DNB","-","-","-","-","-","3","","v West Indies","Cape Town","2 Jan 2004",""
"13023","M Ntini (SA)","DNB","-","-","-","-","-","3","","v West Indies","Cape Town","2 Jan 2004",""
"13024","FH Edwards (WI)","DNB","-","-","-","-","-","4","","v South Africa","Cape Town","2 Jan 2004",""
"13025","VC Drakes (WI)","DNB","-","-","-","-","-","4","","v South Africa","Cape Town","2 Jan 2004",""
"13026","D Mohammed (WI)","DNB","-","-","-","-","-","4","","v South Africa","Cape Town","2 Jan 2004",""
"13027","A Sanford (WI)","DNB","-","-","-","-","-","4","","v South Africa","Cape Town","2 Jan 2004",""
"13028","AJ Hall (SA)","DNB","-","-","-","-","-","1","","v West Indies","Centurion","16 Jan 2004",""
"13029","A Nel (SA)","DNB","-","-","-","-","-","1","","v West Indies","Centurion","16 Jan 2004",""
"13030","M Ntini (SA)","DNB","-","-","-","-","-","1","","v West Indies","Centurion","16 Jan 2004",""
"13031","A Nel (SA)","DNB","-","-","-","-","-","4","","v West Indies","Centurion","16 Jan 2004",""
"13032","G Kirsten (SA)","DNB","-","-","-","-","-","4","","v West Indies","Centurion","16 Jan 2004",""
"13033","M Ntini (SA)","DNB","-","-","-","-","-","4","","v West Indies","Centurion","16 Jan 2004",""
"13034","ND McKenzie (SA)","DNB","-","-","-","-","-","4","","v West Indies","Centurion","16 Jan 2004",""
"13035","AJ Hall (SA)","DNB","-","-","-","-","-","4","","v West Indies","Centurion","16 Jan 2004",""
"13036","MV Boucher (SA)","DNB","-","-","-","-","-","4","","v West Indies","Centurion","16 Jan 2004",""
"13037","JH Kallis (SA)","DNB","-","-","-","-","-","4","","v West Indies","Centurion","16 Jan 2004",""
"13038","JA Rudolph (SA)","DNB","-","-","-","-","-","4","","v West Indies","Centurion","16 Jan 2004",""
"13039","SM Pollock (SA)","DNB","-","-","-","-","-","4","","v West Indies","Centurion","16 Jan 2004",""
"13040","HH Streak (ZIM)","DNB","-","-","-","-","-","3","","v Bangladesh","Harare","19 Feb 2004",""
"13041","DT Hondo (ZIM)","DNB","-","-","-","-","-","3","","v Bangladesh","Harare","19 Feb 2004",""
"13042","SM Ervine (ZIM)","DNB","-","-","-","-","-","2","","v Bangladesh","Bulawayo","26 Feb 2004",""
"13043","TJ Friend (ZIM)","DNB","-","-","-","-","-","2","","v Bangladesh","Bulawayo","26 Feb 2004",""
"13044","RW Price (ZIM)","DNB","-","-","-","-","-","2","","v Bangladesh","Bulawayo","26 Feb 2004",""
"13045","NB Mahwire (ZIM)","DNB","-","-","-","-","-","2","","v Bangladesh","Bulawayo","26 Feb 2004",""
"13046","HH Streak (ZIM)","DNB","-","-","-","-","-","2","","v Bangladesh","Bulawayo","26 Feb 2004",""
"13047","DT Hondo (ZIM)","DNB","-","-","-","-","-","2","","v Bangladesh","Bulawayo","26 Feb 2004",""
"13048","T Taibu (ZIM)","DNB","-","-","-","-","-","2","","v Bangladesh","Bulawayo","26 Feb 2004",""
"13049","SCG MacGill (AUS)","DNB","-","-","-","-","-","3","","v Sri Lanka","Galle","8 Mar 2004",""
"13050","SM Pollock (SA)","DNB","-","-","-","-","-","3","","v New Zealand","Hamilton","10 Mar 2004",""
"13051","A Nel (SA)","DNB","-","-","-","-","-","3","","v New Zealand","Hamilton","10 Mar 2004",""
"13052","M Ntini (SA)","DNB","-","-","-","-","-","3","","v New Zealand","Hamilton","10 Mar 2004",""
"13053","MV Boucher (SA)","DNB","-","-","-","-","-","3","","v New Zealand","Hamilton","10 Mar 2004",""
"13054","PR Adams (SA)","DNB","-","-","-","-","-","3","","v New Zealand","Hamilton","10 Mar 2004",""
"13055","DR Tuffey (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Hamilton","10 Mar 2004",""
"13056","PJ Wiseman (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Hamilton","10 Mar 2004",""
"13057","CD McMillan (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Hamilton","10 Mar 2004",""
"13058","DL Vettori (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Hamilton","10 Mar 2004",""
"13059","SP Fleming (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Hamilton","10 Mar 2004",""
"13060","JDP Oram (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Hamilton","10 Mar 2004",""
"13061","MH Richardson (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Hamilton","10 Mar 2004",""
"13062","CL Cairns (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Hamilton","10 Mar 2004",""
"13063","MA Butcher (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Kingston","11 Mar 2004",""
"13064","SJ Harmison (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Kingston","11 Mar 2004",""
"13065","MJ Hoggard (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Kingston","11 Mar 2004",""
"13066","CMW Read (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Kingston","11 Mar 2004",""
"13067","SP Jones (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Kingston","11 Mar 2004",""
"13068","GP Thorpe (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Kingston","11 Mar 2004",""
"13069","AF Giles (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Kingston","11 Mar 2004",""
"13070","N Hussain (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Kingston","11 Mar 2004",""
"13071","A Flintoff (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Kingston","11 Mar 2004",""
"13072","CL Cairns (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Auckland","18 Mar 2004",""
"13073","CS Martin (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Auckland","18 Mar 2004",""
"13074","DR Tuffey (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Auckland","18 Mar 2004",""
"13075","SB Styris (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Auckland","18 Mar 2004",""
"13076","CD McMillan (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Auckland","18 Mar 2004",""
"13077","DL Vettori (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Auckland","18 Mar 2004",""
"13078","BB McCullum (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Auckland","18 Mar 2004",""
"13079","JDP Oram (NZ)","DNB","-","-","-","-","-","4","","v South Africa","Auckland","18 Mar 2004",""
"13080","AF Giles (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","19 Mar 2004",""
"13081","A Flintoff (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","19 Mar 2004",""
"13082","SJ Harmison (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","19 Mar 2004",""
"13083","MJ Hoggard (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","19 Mar 2004",""
"13084","CMW Read (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","19 Mar 2004",""
"13085","SP Jones (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","19 Mar 2004",""
"13086","MV Boucher (SA)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","26 Mar 2004",""
"13087","N Boje (SA)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","26 Mar 2004",""
"13088","SM Pollock (SA)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","26 Mar 2004",""
"13089","A Nel (SA)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","26 Mar 2004",""
"13090","M Ntini (SA)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","26 Mar 2004",""
"13091","IK Pathan (INDIA)","DNB","-","-","-","-","-","1","","v Pakistan","Multan","28 Mar 2004",""
"13092","A Kumble (INDIA)","DNB","-","-","-","-","-","1","","v Pakistan","Multan","28 Mar 2004",""
"13093","L Balaji (INDIA)","DNB","-","-","-","-","-","1","","v Pakistan","Multan","28 Mar 2004",""
"13094","Z Khan (INDIA)","DNB","-","-","-","-","-","1","","v Pakistan","Multan","28 Mar 2004",""
"13095","PA Patel (INDIA)","DNB","-","-","-","-","-","1","","v Pakistan","Multan","28 Mar 2004",""
"13096","SP Jones (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Bridgetown","1 Apr 2004",""
"13097","AF Giles (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Bridgetown","1 Apr 2004",""
"13098","A Flintoff (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Bridgetown","1 Apr 2004",""
"13099","SJ Harmison (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Bridgetown","1 Apr 2004",""
"13100","MJ Hoggard (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Bridgetown","1 Apr 2004",""
"13101","GP Thorpe (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Bridgetown","1 Apr 2004",""
"13102","CMW Read (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Bridgetown","1 Apr 2004",""
"13103","Shoaib Akhtar (PAK)","DNB","-","-","-","-","-","4","","v India","Lahore","5 Apr 2004",""
"13104","Asim Kamal (PAK)","DNB","-","-","-","-","-","4","","v India","Lahore","5 Apr 2004",""
"13105","Inzamam-ul-Haq (PAK)","DNB","-","-","-","-","-","4","","v India","Lahore","5 Apr 2004",""
"13106","Mohammad Sami (PAK)","DNB","-","-","-","-","-","4","","v India","Lahore","5 Apr 2004",""
"13107","Danish Kaneria (PAK)","DNB","-","-","-","-","-","4","","v India","Lahore","5 Apr 2004",""
"13108","Kamran Akmal (PAK)","DNB","-","-","-","-","-","4","","v India","Lahore","5 Apr 2004",""
"13109","Umar Gul (PAK)","DNB","-","-","-","-","-","4","","v India","Lahore","5 Apr 2004",""
"13110","Mohammad Yousuf (PAK)","DNB","-","-","-","-","-","4","","v India","Lahore","5 Apr 2004",""
"13111","FH Edwards (WI)","DNB","-","-","-","-","-","1","","v England","St John's","10 Apr 2004",""
"13112","CD Collymore (WI)","DNB","-","-","-","-","-","1","","v England","St John's","10 Apr 2004",""
"13113","PT Collins (WI)","DNB","-","-","-","-","-","1","","v England","St John's","10 Apr 2004",""
"13114","TL Best (WI)","DNB","-","-","-","-","-","1","","v England","St John's","10 Apr 2004",""
"13115","SJ Harmison (ENG)","DNB","-","-","-","-","-","3","","v West Indies","St John's","10 Apr 2004",""
"13116","MJ Hoggard (ENG)","DNB","-","-","-","-","-","3","","v West Indies","St John's","10 Apr 2004",""
"13117","GJ Batty (ENG)","DNB","-","-","-","-","-","3","","v West Indies","St John's","10 Apr 2004",""
"13118","SP Jones (ENG)","DNB","-","-","-","-","-","3","","v West Indies","St John's","10 Apr 2004",""
"13119","WPUJC Vaas (SL)","DNB","-","-","-","-","-","2","","v Zimbabwe","Bulawayo","14 May 2004",""
"13120","MF Maharoof (SL)","DNB","-","-","-","-","-","2","","v Zimbabwe","Bulawayo","14 May 2004",""
"13121","HAPW Jayawardene (SL)","DNB","-","-","-","-","-","2","","v Zimbabwe","Bulawayo","14 May 2004",""
"13122","TM Dilshan (SL)","DNB","-","-","-","-","-","2","","v Zimbabwe","Bulawayo","14 May 2004",""
"13123","DNT Zoysa (SL)","DNB","-","-","-","-","-","2","","v Zimbabwe","Bulawayo","14 May 2004",""
"13124","M Muralitharan (SL)","DNB","-","-","-","-","-","2","","v Zimbabwe","Bulawayo","14 May 2004",""
"13125","A Flintoff (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Lord's","20 May 2004",""
"13126","GO Jones (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Lord's","20 May 2004",""
"13127","SJ Harmison (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Lord's","20 May 2004",""
"13128","MJ Hoggard (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Lord's","20 May 2004",""
"13129","SP Jones (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Lord's","20 May 2004",""
"13130","AF Giles (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Lord's","20 May 2004",""
"13131","JJC Lawson (WI)","DNB","-","-","-","-","-","4","","v Bangladesh","Gros Islet","28 May 2004",""
"13132","PT Collins (WI)","DNB","-","-","-","-","-","4","","v Bangladesh","Gros Islet","28 May 2004",""
"13133","RR Sarwan (WI)","DNB","-","-","-","-","-","4","","v Bangladesh","Gros Islet","28 May 2004",""
"13134","RD Jacobs (WI)","DNB","-","-","-","-","-","4","","v Bangladesh","Gros Islet","28 May 2004",""
"13135","FH Edwards (WI)","DNB","-","-","-","-","-","4","","v Bangladesh","Gros Islet","28 May 2004",""
"13136","S Chanderpaul (WI)","DNB","-","-","-","-","-","4","","v Bangladesh","Gros Islet","28 May 2004",""
"13137","DR Smith (WI)","DNB","-","-","-","-","-","4","","v Bangladesh","Gros Islet","28 May 2004",""
"13138","BC Lara (WI)","DNB","-","-","-","-","-","4","","v Bangladesh","Gros Islet","28 May 2004",""
"13139","TL Best (WI)","DNB","-","-","-","-","-","4","","v Bangladesh","Gros Islet","28 May 2004",""
"13140","DL Vettori (NZ)","absent","-","-","-","-","-","3","","v England","Leeds","3 Jun 2004",""
"13141","MJ Hoggard (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Leeds","3 Jun 2004",""
"13142","MP Vaughan (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Leeds","3 Jun 2004",""
"13143","AF Giles (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Leeds","3 Jun 2004",""
"13144","A Flintoff (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Leeds","3 Jun 2004",""
"13145","GO Jones (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Leeds","3 Jun 2004",""
"13146","MJ Saggers (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Leeds","3 Jun 2004",""
"13147","GP Thorpe (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Leeds","3 Jun 2004",""
"13148","SJ Harmison (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Leeds","3 Jun 2004",""
"13149","FH Edwards (WI)","DNB","-","-","-","-","-","2","","v Bangladesh","Kingston","4 Jun 2004",""
"13150","PT Collins (WI)","DNB","-","-","-","-","-","2","","v Bangladesh","Kingston","4 Jun 2004",""
"13151","RD Jacobs (WI)","DNB","-","-","-","-","-","2","","v Bangladesh","Kingston","4 Jun 2004",""
"13152","DR Smith (WI)","DNB","-","-","-","-","-","2","","v Bangladesh","Kingston","4 Jun 2004",""
"13153","OAC Banks (WI)","DNB","-","-","-","-","-","2","","v Bangladesh","Kingston","4 Jun 2004",""
"13154","MJ Saggers (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Nottingham","10 Jun 2004",""
"13155","SJ Harmison (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Nottingham","10 Jun 2004",""
"13156","MJ Hoggard (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","Nottingham","10 Jun 2004",""
"13157","GD McGrath (AUS)","DNB","-","-","-","-","-","3","","v Sri Lanka","Cairns","9 Jul 2004",""
"13158","SL Malinga (SL)","DNB","-","-","-","-","-","4","","v Australia","Cairns","9 Jul 2004",""
"13159","AF Giles (ENG)","DNB","-","-","-","-","-","3","","v West Indies","Lord's","22 Jul 2004",""
"13160","GO Jones (ENG)","DNB","-","-","-","-","-","3","","v West Indies","Lord's","22 Jul 2004",""
"13161","SJ Harmison (ENG)","DNB","-","-","-","-","-","3","","v West Indies","Lord's","22 Jul 2004",""
"13162","MJ Hoggard (ENG)","DNB","-","-","-","-","-","3","","v West Indies","Lord's","22 Jul 2004",""
"13163","SP Jones (ENG)","DNB","-","-","-","-","-","3","","v West Indies","Lord's","22 Jul 2004",""
"13164","SM Pollock (SA)","DNB","-","-","-","-","-","4","","v Sri Lanka","Galle","4 Aug 2004",""
